[ 5.71276931e-04 -4.51971805e-06 -7.38248248e-06],[-2.12158716e-05  5.96934820e-04  2.70652900e-05],[4.28136782e-05 5.06293295e-06 6.28196956e-04]
Calibrated X,Calibrated Y,Calibrated Z,Elapsed Time
-0.7706847120865745,0.36419434241526666,-0.032345734348508515,0.00982975959777832
-7.446677352721053e-05,3.518997742034161e-05,-3.12537985576535e-06
-0.759057287202788,0.3560655013465617,-0.04411415509808947,0.011088132858276367
-0.00016779035472382498,7.896705233478298e-05,-8.54906921969703e-06
-0.78592715770242,0.34113351010921855,-0.0839825394013527,0.00812077522277832
-0.0002196198853055867,0.00010146378058929133,-1.4087464924155604e-05
-0.8220266393564339,0.3686541905603993,-0.1442737139746164,0.011027097702026367
-0.0003195757629944026,0.00014629098133545442,-3.163069894762739e-05
-0.7567137100900292,0.39755254980350746,-0.07624461092229318,0.013570070266723633
-0.0004589221765537619,0.00021949901401389828,-4.56709006032658e-05
-0.8214132865814501,0.37701969131075375,-0.0033660893970424155,0.011184930801391602
-0.0005616831776546878,0.00026666518669062116,-4.6092007397964564e-05
-0.8202266756702714,0.3378475061664089,-0.08156628791172338,0.00823521614074707
-0.0006173099541287619,0.0002895775940351941,-5.1623733931703115e-05
-0.8091145152243536,0.340893539613249,-0.05556188437713239,0.010966777801513672
-0.0007146223311158039,0.00033057693345514414,-5.830617373086889e-05
-0.8647007625503877,0.38047853103079127,-0.019163616330480693,0.010994195938110352
-0.0008191407394253705,0.000376566265466382,-6.062252496248972e-05
-0.8043617064839371,0.3052325069347747,-0.04798478745668078,0.01385498046875
-0.0009735464017437298,0.00043515884516584616,-6.98337079772078e-05
-0.764964043472838,0.3296279088562921,-0.1101629199736891,0.011010885238647461
-0.0010662903315990628,0.00047512279892050855,-8.318981563988288e-05
-0.8166653010842552,0.3344119631150692,0.009175827975635542,0.008125066757202148
-0.0011202038877918146,0.0004971995764461312,-8.258405766715812e-05
-0.7749216659185191,0.3468920663149761,-0.05041952066356892,0.013904809951782227
-0.0012700301407288137,0.000564268985852747,-9.2332356350933e-05
-0.7982174966737446,0.3609785314932605,-0.02187735524860024,0.010929107666015625
-0.001365373544416323,0.0006073862089079983,-9.494550567649194e-05
-0.7975841125161405,0.3493706123378819,-0.06970133082797503,0.010992050170898438
-0.001461741777975369,0.0006495989714744826,-0.00010336718061108474
-0.8093459314206026,0.3487063244101263,-0.040424402238954826,0.011162996292114258
-0.0015625963866999163,0.000693052133519084,-0.00010840456587794754
-0.810051631067068,0.36986520068167417,0.007480580267580805,0.010841846466064453
-0.0016578144198893786,0.0007365281733213159,-0.00010752525632176942
-0.7914115868766859,0.37483385438852607,-0.02626765636657602,0.011059045791625977
-0.001754606030603454,0.0007823712884816753,-0.00011073785620224209
-0.8164278475441127,0.3637203951832854,-0.030765504691885326,0.011060953140258789
-0.0018544916379229339,0.00082687054542967,-0.00011450185216328534
-0.9596610655218158,0.23871548491608735,-0.02005330644263026,0.0108489990234375
-0.001967444493688673,0.0008549675441571465,-0.0001168621419693628
-1.4832447046210102,0.16968319865368037,-0.17573894093077413,0.010953903198242188
-0.0021454160523005734,0.000875327490995699,-0.00013794870518365468
-1.3995610765167126,0.34150377774826174,-0.20810849357953565,0.008256196975708008
-0.0022408168370765327,0.0008986060237784375,-0.00015213437663390904
-0.7656106832594356,0.3505702628079232,-0.067283513114754,0.013895988464355469
-0.002388655108077244,0.000966300614059156,-0.00016512672178169515
